date,centre_id,centre_name,centre_type,district_id,medicine_id,medicine_name,medicine_category,current_stock,minimum_stock,maximum_stock,stock_to_min_ratio,days_since_last_restock,last_restock_quantity,dispensed_qty_today,dispensed_qty_7d_avg,dispensed_qty_14d_avg,dispensed_qty_30d_avg,dispensed_qty_7d_std,consumption_trend_7_30,day_of_week,month,is_weekend,is_monsoon,days_until_stockout
2025-11-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,157,56,360,2.804,6,200,8,8.86,8.64,9.83,4.1,0.901,2,11,0,1,60.0
2025-11-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,148,56,360,2.643,7,200,9,8,8.29,9.57,3.42,0.836,3,11,0,1,60.0
2025-11-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,137,56,360,2.446,8,200,11,8.14,8.43,9.47,3.44,0.86,4,11,0,1,60.0
2025-11-29,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,130,56,360,2.321,9,200,7,8.43,8.71,9.37,3.6,0.9,5,11,1,1,60.0
2025-11-30,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,123,56,360,2.196,10,200,7,7.43,8.79,9.17,2.64,0.81,6,11,1,1,60.0
2025-12-01,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,115,56,360,2.054,11,200,8,7.86,9,9.07,2.19,0.867,0,12,0,0,60.0
2025-12-02,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,110,56,360,1.964,12,200,5,7.71,8.93,9,2.14,0.857,1,12,0,0,60.0
2025-12-03,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,105,56,360,1.875,13,200,5,7.86,8.36,8.93,1.86,0.88,2,12,0,0,60.0
2025-12-04,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,96,56,360,1.714,14,200,9,7.43,7.71,8.8,2.15,0.844,3,12,0,0,60.0
2025-12-05,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,91,56,360,1.625,15,200,5,7.43,7.79,8.6,2.15,0.864,4,12,0,0,60.0
2025-12-06,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,83,56,360,1.482,16,200,8,6.57,7.5,8.53,1.62,0.77,5,12,1,0,60.0
2025-12-07,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,76,56,360,1.357,17,200,7,6.71,7.07,8.57,1.7,0.784,6,12,1,0,60.0
2025-12-08,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,66,56,360,1.179,18,200,10,6.71,7.29,8.5,1.7,0.79,0,12,0,0,60.0
2025-12-09,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,58,56,360,1.036,19,200,8,7,7.36,8.4,2.08,0.833,1,12,0,0,60.0
2025-12-10,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,51,56,360,0.911,20,200,7,7.43,7.64,8.47,1.9,0.877,2,12,0,0,60.0
2025-12-11,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,245,56,360,4.375,0,200,6,7.71,7.57,8.1,1.6,0.952,3,12,0,0,60.0
2025-12-12,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,237,56,360,4.232,1,200,8,7.29,7.36,8.03,1.6,0.907,4,12,0,0,60.0
2025-12-13,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,229,56,360,4.089,2,200,8,7.71,7.14,7.87,1.25,0.981,5,12,1,0,60.0
2025-12-14,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,224,56,360,4.0,3,200,5,7.71,7.21,7.9,1.25,0.976,6,12,1,0,60.0
2025-12-15,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,211,56,360,3.768,4,200,13,7.43,7.07,7.83,1.62,0.948,0,12,0,0,60.0
2025-12-16,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,201,56,360,3.589,5,200,10,7.86,7.43,8.07,2.54,0.974,1,12,0,0,60.0
2025-12-17,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,193,56,360,3.446,6,200,8,8.14,7.79,8.27,2.67,0.985,2,12,0,0,60.0
2025-12-18,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,189,56,360,3.375,7,200,4,8.29,8,8.23,2.63,1.006,3,12,0,0,60.0
2025-12-19,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,183,56,360,3.268,8,200,6,8,7.64,7.93,3.0,1.008,4,12,0,0,60.0
2025-12-20,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,176,56,360,3.143,9,200,7,7.71,7.71,7.67,3.09,1.006,5,12,1,0,60.0
2025-12-21,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,174,56,360,3.107,10,200,2,7.57,7.64,7.63,3.1,0.992,6,12,1,0,60.0
2025-12-22,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,168,56,360,3.0,11,200,6,7.14,7.29,7.4,3.67,0.965,0,12,0,0,60.0
2025-12-23,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,159,56,360,2.839,12,200,9,6.14,7,7.13,2.61,0.861,1,12,0,0,60.0
2025-12-24,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,152,56,360,2.714,13,200,7,6,7.07,7.3,2.38,0.822,2,12,0,0,60.0
2025-12-25,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,145,56,360,2.589,14,200,7,5.86,7.07,7.23,2.27,0.81,3,12,0,0,60.0
2025-12-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,139,56,360,2.482,15,200,6,6.29,7.14,7.33,2.14,0.857,4,12,0,0,60.0
2025-12-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,132,56,360,2.357,16,200,7,6.29,7,7.27,2.14,0.865,5,12,1,0,60.0
2025-12-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,129,56,360,2.304,17,200,3,6.29,6.93,7.2,2.14,0.873,6,12,1,0,60.0
2025-12-29,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,123,56,360,2.196,18,200,6,6.43,6.79,6.93,1.81,0.927,0,12,0,0,60.0
2025-12-30,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,111,56,360,1.982,19,200,12,6.43,6.29,6.9,1.81,0.932,1,12,0,0,60.0
2025-12-31,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,109,56,360,1.946,20,200,2,6.86,6.43,7.07,2.67,0.97,2,12,0,0,60.0
2026-01-01,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,97,56,360,1.732,21,200,12,6.14,6,6.87,3.24,0.895,3,1,0,0,60.0
2026-01-02,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,91,56,360,1.625,22,200,6,6.86,6.57,7.1,3.93,0.966,4,1,0,0,60.0
2026-01-03,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,84,56,360,1.5,23,200,7,6.86,6.57,7.13,3.93,0.961,5,1,1,0,60.0
2026-01-04,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,78,56,360,1.393,24,200,6,6.86,6.57,7.07,3.93,0.97,6,1,1,0,60.0
2026-01-05,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,70,56,360,1.25,25,200,8,7.29,6.86,7.1,3.59,1.026,0,1,0,0,60.0
2026-01-06,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,264,56,360,4.714,0,200,6,7.57,7,7.1,3.55,1.066,1,1,0,0,60.0
2026-01-07,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,254,56,360,4.536,1,200,10,6.71,6.79,7.07,2.98,0.95,2,1,0,0,60.0
2026-01-08,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,245,56,360,4.375,2,200,9,7.86,7,7.07,2.34,1.112,3,1,0,0,60.0
2026-01-09,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,238,56,360,4.25,3,200,7,7.43,7.14,7.1,1.62,1.046,4,1,0,0,60.0
2026-01-10,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,230,56,360,4.107,4,200,8,7.57,7.21,7.1,1.51,1.066,5,1,1,0,60.0
2026-01-11,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,223,56,360,3.982,5,200,7,7.71,7.29,7.17,1.5,1.076,6,1,1,0,60.0
2026-01-12,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,217,56,360,3.875,6,200,6,7.86,7.57,7.13,1.35,1.101,0,1,0,0,60.0
2026-01-13,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,207,56,360,3.696,7,200,10,7.57,7.57,7.07,1.51,1.071,1,1,0,0,60.0
2026-01-14,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,202,56,360,3.607,8,200,5,8.14,7.43,7.23,1.57,1.126,2,1,0,0,60.0
2026-01-15,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,197,56,360,3.518,9,200,5,7.43,7.64,6.97,1.72,1.066,3,1,0,0,60.0
2026-01-16,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,189,56,360,3.375,10,200,8,6.86,7.14,6.8,1.77,1.008,4,1,0,0,60.0
2026-01-17,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,182,56,360,3.25,11,200,7,7,7.29,6.8,1.83,1.029,5,1,1,0,60.0
2026-01-18,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,175,56,360,3.125,12,200,7,6.86,7.29,6.9,1.77,0.994,6,1,1,0,60.0
2026-01-19,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,162,56,360,2.893,13,200,13,6.86,7.36,6.93,1.77,0.989,0,1,0,0,60.0
2026-01-20,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,155,56,360,2.768,14,200,7,7.86,7.71,7.13,2.85,1.101,1,1,0,0,60.0
2026-01-21,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,144,56,360,2.571,15,200,11,7.43,7.79,7.3,2.7,1.018,2,1,0,0,60.0
2026-01-22,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,135,56,360,2.411,16,200,9,8.29,7.86,7.47,2.75,1.11,3,1,0,0,60.0
2026-01-23,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,125,56,360,2.232,17,200,10,8.86,7.86,7.47,2.34,1.186,4,1,0,0,59.0
2026-01-24,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,120,56,360,2.143,18,200,5,9.14,8.07,7.57,2.34,1.208,5,1,1,0,58.0
2026-01-25,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,115,56,360,2.054,19,200,5,8.86,7.86,7.5,2.73,1.181,6,1,1,0,57.0
2026-01-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,96,56,360,1.714,20,200,19,8.57,7.71,7.47,3.05,1.148,0,1,0,0,56.0
2026-01-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,81,56,360,1.446,21,200,15,9.43,8.64,7.87,4.83,1.199,1,1,0,0,55.0
2026-01-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,71,56,360,1.268,22,200,10,10.57,9,8.27,5.09,1.279,2,1,0,0,54.0
2026-01-29,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,64,56,360,1.143,23,200,7,10.43,9.36,8.4,5.09,1.241,3,1,0,0,53.0
2026-01-30,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,59,56,360,1.054,24,200,5,10.14,9.5,8.23,5.24,1.232,4,1,0,0,52.0
2026-01-31,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,48,56,360,0.857,25,200,11,9.43,9.29,8.33,5.59,1.131,5,1,1,0,51.0
2026-02-01,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,42,56,360,0.75,26,200,6,10.29,9.57,8.3,5.25,1.239,6,2,1,0,50.0
2026-02-02,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,236,56,360,4.214,0,200,6,10.43,9.5,8.3,5.09,1.256,0,2,0,0,49.0
2026-02-03,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,221,56,360,3.946,1,200,15,8.57,9,8.27,3.6,1.037,1,2,0,0,48.0
2026-02-04,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,214,56,360,3.821,2,200,7,8.57,9.57,8.57,3.6,1.001,2,2,0,0,47.0
2026-02-05,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,200,56,360,3.571,3,200,14,8.14,9.29,8.53,3.58,0.954,3,2,0,0,46.0
2026-02-06,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,191,56,360,3.411,4,200,9,9.14,9.64,8.8,4.14,1.039,4,2,0,0,45.0
2026-02-07,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,182,56,360,3.25,5,200,9,9.71,9.57,8.77,3.73,1.108,5,2,1,0,44.0
2026-02-08,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,178,56,360,3.179,6,200,4,9.43,9.86,8.77,3.69,1.075,6,2,1,0,43.0
2026-02-09,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,170,56,360,3.036,7,200,8,9.14,9.79,8.67,4.06,1.055,0,2,0,0,42.0
2026-02-10,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,164,56,360,2.929,8,200,6,9.43,9,8.67,3.87,1.088,1,2,0,0,41.0
2026-02-11,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,152,56,360,2.714,9,200,12,8.14,8.36,8.63,3.13,0.943,2,2,0,0,40.0
2026-02-12,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,141,56,360,2.518,10,200,11,8.86,8.5,8.83,3.39,1.003,3,2,0,0,39.0
2026-02-13,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,135,56,360,2.411,11,200,6,8.43,8.79,8.87,2.76,0.951,4,2,0,0,38.0
2026-02-14,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,126,56,360,2.25,12,200,9,8,8.86,8.9,2.89,0.899,5,2,1,0,37.0
2026-02-15,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,116,56,360,2.071,13,200,10,8,8.71,9.03,2.89,0.886,6,2,1,0,36.0
2026-02-16,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,105,56,360,1.875,14,200,11,8.86,9,9.1,2.34,0.973,0,2,0,0,35.0
2026-02-17,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,92,56,360,1.643,15,200,13,9.29,9.36,9.23,2.43,1.006,1,2,0,0,34.0
2026-02-18,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,83,56,360,1.482,16,200,9,10.29,9.21,9.43,2.29,1.09,2,2,0,0,33.0
2026-02-19,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,72,56,360,1.286,17,200,11,9.86,9.36,9.3,2.19,1.06,3,2,0,0,32.0
2026-02-20,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,67,56,360,1.196,18,200,5,9.86,9.14,9.43,2.19,1.045,4,2,0,0,31.0
2026-02-21,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,58,56,360,1.036,19,200,9,9.71,8.86,9.23,2.5,1.052,5,2,1,0,30.0
2026-02-22,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,54,56,360,0.964,20,200,4,9.71,8.86,9.23,2.5,1.052,6,2,1,0,29.0
2026-02-23,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,44,56,360,0.786,21,200,10,8.86,8.86,9.03,3.29,0.98,0,2,0,0,28.0
2026-02-24,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,38,56,360,0.679,22,200,6,8.71,9,9.2,3.2,0.947,1,2,0,0,27.0
2026-02-25,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,24,56,360,0.429,23,200,14,7.71,9,9.23,2.69,0.835,2,2,0,0,26.0
2026-02-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,212,56,360,3.786,0,200,12,8.43,9.14,9.07,3.6,0.93,3,2,0,0,25.0
2026-02-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,202,56,360,3.607,1,200,10,8.57,9.21,8.97,3.74,0.956,4,2,0,0,24.0
2026-02-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,193,56,360,3.446,2,200,9,9.29,9.5,8.97,3.4,1.036,5,2,1,0,23.0
2026-03-01,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,189,56,360,3.375,3,200,4,9.29,9.5,9.03,3.4,1.028,6,3,1,0,22.0
2026-03-02,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,177,56,360,3.161,4,200,12,9.29,9.07,9,3.4,1.032,0,3,0,0,21.0
2026-03-03,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,164,56,360,2.929,5,200,13,9.57,9.14,9.03,3.55,1.06,1,3,0,0,20.0
2026-03-04,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,158,56,360,2.821,6,200,6,10.57,9.14,9.27,3.36,1.141,2,3,0,0,19.0
2026-03-05,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,153,56,360,2.732,7,200,5,9.43,8.93,9.27,3.36,1.017,3,3,0,0,18.0
2026-03-06,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,140,56,360,2.5,8,200,13,8.43,8.5,8.93,3.51,0.943,4,3,0,0,17.0
2026-03-07,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,128,56,360,2.286,9,200,12,8.86,9.07,9.13,3.89,0.97,5,3,1,0,16.0
2026-03-08,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,123,56,360,2.196,10,200,5,9.29,9.29,9.07,4.07,1.024,6,3,1,0,15.0
2026-03-09,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,106,56,360,1.893,11,200,17,9.43,9.36,8.93,3.87,1.055,0,3,0,0,14.0
2026-03-10,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,98,56,360,1.75,12,200,8,10.14,9.86,9.2,4.78,1.102,1,3,0,0,13.0
2026-03-11,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,85,56,360,1.518,13,200,13,9.43,10,9.33,4.65,1.01,2,3,0,0,12.0
2026-03-12,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,78,56,360,1.393,14,200,7,10.43,9.93,9.5,4.54,1.098,3,3,0,0,11.0
2026-03-13,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,70,56,360,1.25,15,200,8,10.71,9.57,9.53,4.19,1.124,4,3,0,0,10.0
2026-03-14,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,69,56,360,1.232,16,200,1,10,9.43,9.4,4.16,1.064,5,3,1,0,9.0
2026-03-15,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,60,56,360,1.071,17,200,9,8.43,8.86,9.07,5.22,0.93,6,3,1,0,8.0
2026-03-16,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,52,56,360,0.929,18,200,8,9,9.21,9.17,5.0,0.982,0,3,0,0,7.0
2026-03-17,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,43,56,360,0.768,19,200,9,7.71,8.93,9.13,3.55,0.845,1,3,0,0,6.0
2026-03-18,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,31,56,360,0.554,20,200,12,7.86,8.64,9.1,3.58,0.863,2,3,0,0,5.0
2026-03-19,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,25,56,360,0.446,21,200,6,7.71,9.07,9.13,3.35,0.845,3,3,0,0,4.0
2026-03-20,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,12,56,360,0.214,22,200,13,7.57,9.14,8.9,3.41,0.851,4,3,0,0,3.0
2026-03-21,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,7,56,360,0.125,23,200,5,8.29,9.14,9.03,3.99,0.917,5,3,1,0,2.0
2026-03-22,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,1,56,360,0.018,24,200,6,8.86,8.64,8.83,2.91,1.003,6,3,1,0,1.0
2026-03-23,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,25,200,1,8.43,8.71,8.87,3.1,0.951,0,3,0,0,0.0
2026-03-24,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,26,200,0,7.43,7.57,8.6,4.2,0.864,1,3,0,0,0.0
2026-03-25,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,27,200,0,6.14,7,8.47,4.95,0.726,2,3,0,0,0.0
2026-03-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,28,200,0,4.43,6.07,8.13,4.65,0.544,3,3,0,0,0.0
2026-03-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,29,200,0,3.57,5.57,7.93,4.86,0.45,4,3,0,0,0.0
2026-03-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,30,200,0,1.71,5,7.47,2.63,0.23,5,3,1,0,0.0
2026-03-29,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,0,56,360,0.0,31,200,0,1,4.93,7.07,2.24,0.142,6,3,1,0,0.0
2026-03-30,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,187,56,360,3.339,0,200,13,0.14,4.29,6.73,0.38,0.021,0,3,0,0,60.0
2026-03-31,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,178,56,360,3.179,1,200,9,1.86,4.64,6.87,4.91,0.27,1,3,0,0,60.0
2026-04-01,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,169,56,360,3.018,2,200,9,3.14,4.64,7.03,5.49,0.447,2,4,0,0,60.0
2026-04-02,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,163,56,360,2.911,3,200,6,4.43,4.43,6.93,5.68,0.639,3,4,0,0,60.0
2026-04-03,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,152,56,360,2.714,4,200,11,5.29,4.43,6.7,5.35,0.789,4,4,0,0,60.0
2026-04-04,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,140,56,360,2.5,5,200,12,6.86,4.29,6.87,5.15,0.999,5,4,1,0,60.0
2026-04-05,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,139,56,360,2.482,6,200,1,8.57,4.79,7.1,4.43,1.207,6,4,1,0,60.0
2026-04-06,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,131,56,360,2.339,7,200,8,8.71,4.43,6.7,4.11,1.301,0,4,0,0,60.0
2026-04-07,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,122,56,360,2.179,8,200,9,8,4.93,6.57,3.65,1.218,1,4,0,0,60.0
2026-04-08,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,111,56,360,1.982,9,200,11,8,5.57,6.7,3.65,1.194,2,4,0,0,60.0
2026-04-09,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,104,56,360,1.857,10,200,7,8.29,6.36,6.5,3.82,1.275,3,4,0,0,60.0
2026-04-10,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,96,56,360,1.714,11,200,8,8.43,6.86,6.47,3.74,1.303,4,4,0,0,60.0
2026-04-11,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,83,56,360,1.482,12,200,13,8,7.43,6.3,3.56,1.27,5,4,1,0,60.0
2026-04-12,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,79,56,360,1.411,13,200,4,8.14,8.36,6.5,3.76,1.253,6,4,1,0,60.0
2026-04-13,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,66,56,360,1.179,14,200,13,8.57,8.64,6.37,2.88,1.346,0,4,0,0,60.0
2026-04-14,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,57,56,360,1.018,15,200,9,9.29,8.64,6.77,3.3,1.372,1,4,0,0,60.0
2026-04-15,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,46,56,360,0.821,16,200,11,9.29,8.64,6.77,3.3,1.372,2,4,0,0,60.0
2026-04-16,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,38,56,360,0.679,17,200,8,9.29,8.79,6.87,3.3,1.352,3,4,0,0,60.0
2026-04-17,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,232,56,360,4.143,0,200,6,9.43,8.93,6.83,3.21,1.38,4,4,0,0,60.0
2026-04-18,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,228,56,360,4.071,1,200,4,9.14,8.57,6.63,3.44,1.378,5,4,1,0,60.0
2026-04-19,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,222,56,360,3.964,2,200,6,7.86,8,6.57,3.44,1.197,6,4,1,0,60.0
2026-04-20,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,211,56,360,3.768,3,200,11,8.14,8.36,6.33,3.13,1.286,0,4,0,0,60.0
2026-04-21,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,203,56,360,3.625,4,200,8,7.86,8.57,6.53,2.67,1.203,1,4,0,0,60.0
2026-04-22,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,198,56,360,3.536,5,200,5,7.71,8.5,6.6,2.63,1.169,2,4,0,0,60.0
2026-04-23,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,189,56,360,3.375,6,200,9,6.86,8.07,6.73,2.34,1.018,3,4,0,0,60.0
2026-04-24,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,181,56,360,3.232,7,200,8,7,8.21,7.03,2.45,0.995,4,4,0,0,60.0
2026-04-25,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,171,56,360,3.054,8,200,10,7.29,8.21,7.3,2.43,0.998,5,4,1,0,60.0
2026-04-26,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,169,56,360,3.018,9,200,2,8.14,8,7.63,2.12,1.067,6,4,1,0,60.0
2026-04-27,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,160,56,360,2.857,10,200,9,7.57,7.86,7.7,3.1,0.983,0,4,0,0,60.0
2026-04-28,15,Tiruppur South PHC,PHC,6,19,Normal Saline,IV Fluid,155,56,360,2.768,11,200,5,7.29,7.57,8,2.81,0.911,1,4,0,0,60.0
