date,ward_id,ward_name,centre_id,centre_name,centre_type,district_id,total_beds,current_occupied_beds,current_available_beds,current_occupancy_rate,occupied_lag_1d,occupied_lag_2d,occupied_lag_7d,occupied_lag_14d,occupied_7d_mean,occupied_14d_mean,occupied_7d_std,day_of_week,day_of_month,month,is_weekend,is_monsoon,target_occ_t1,target_rate_t1,target_occ_t2,target_rate_t2,target_occ_t3,target_rate_t3,target_occ_t4,target_rate_t4,target_occ_t5,target_rate_t5,target_occ_t6,target_rate_t6,target_occ_t7,target_rate_t7,target_occ_t8,target_rate_t8,target_occ_t9,target_rate_t9,target_occ_t10,target_rate_t10,target_occ_t11,target_rate_t11,target_occ_t12,target_rate_t12,target_occ_t13,target_rate_t13,target_occ_t14,target_rate_t14
2025-11-25,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,11,12,10,9,10.57,9.71,0.79,1,25,11,0,1,7,0.467,6,0.4,8,0.533,8,0.533,8,0.533,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267
2025-11-26,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,8,11,10,8,10.29,9.64,1.25,2,26,11,0,1,6,0.4,8,0.533,8,0.533,8,0.533,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333
2025-11-27,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,7,8,10,8,9.86,9.57,1.77,3,27,11,0,1,8,0.533,8,0.533,8,0.533,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4
2025-11-28,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,6,7,10,9,9.29,9.43,2.29,4,28,11,0,1,8,0.533,8,0.533,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333
2025-11-29,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,8,6,11,10,9,9.36,2.31,5,29,11,1,1,8,0.533,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533
2025-11-30,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,8,8,12,9,8.57,9.21,2.15,6,30,11,1,1,8,0.533,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467
2025-12-01,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,8,8,11,9,8,9.14,1.53,0,1,12,0,0,5,0.333,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467
2025-12-02,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,8,8,8,10,7.57,9.07,0.79,1,2,12,0,0,6,0.4,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467
2025-12-03,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,5,8,7,10,7.14,8.71,1.21,2,3,12,0,0,4,0.267,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467
2025-12-04,49,General,17,Namakkal North PHC,PHC,7,15,4,11,0.267,6,5,6,10,7,8.43,1.29,3,4,12,0,0,3,0.2,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6
2025-12-05,49,General,17,Namakkal North PHC,PHC,7,15,3,12,0.2,4,6,8,10,6.71,8,1.7,4,5,12,0,0,2,0.133,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467
2025-12-06,49,General,17,Namakkal North PHC,PHC,7,15,2,13,0.133,3,4,8,11,6,7.5,2.08,5,6,12,1,0,3,0.2,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533
2025-12-07,49,General,17,Namakkal North PHC,PHC,7,15,3,12,0.2,2,3,8,12,5.14,6.86,2.34,6,7,12,1,0,3,0.2,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667
2025-12-08,49,General,17,Namakkal North PHC,PHC,7,15,3,12,0.2,3,2,8,11,4.43,6.21,2.07,0,8,12,0,0,4,0.267,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6
2025-12-09,49,General,17,Namakkal North PHC,PHC,7,15,4,11,0.267,3,3,5,8,3.71,5.64,1.38,1,9,12,0,0,5,0.333,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467
2025-12-10,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,4,3,6,7,3.57,5.36,1.27,2,10,12,0,0,6,0.4,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333
2025-12-11,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,5,4,4,6,3.43,5.21,0.98,3,11,12,0,0,5,0.333,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333
2025-12-12,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,6,5,3,8,3.71,5.21,1.38,4,12,12,0,0,8,0.533,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4
2025-12-13,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,5,6,2,8,4,5,1.41,5,13,12,1,0,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333
2025-12-14,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,8,5,3,8,4.86,5,1.77,6,14,12,1,0,7,0.467,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333
2025-12-15,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,8,3,8,5.43,4.93,1.72,0,15,12,0,0,7,0.467,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267
2025-12-16,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,7,4,5,6,4.86,1.41,1,16,12,0,0,7,0.467,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467
2025-12-17,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,7,5,6,6.43,5,1.13,2,17,12,0,0,9,0.6,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667
2025-12-18,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,7,7,6,4,6.71,5.07,0.95,3,18,12,0,0,7,0.467,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6
2025-12-19,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,9,7,5,3,7.14,5.43,1.21,4,19,12,0,0,8,0.533,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533
2025-12-20,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,7,9,8,2,7.43,5.71,0.79,5,20,12,1,0,10,0.667,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533
2025-12-21,49,General,17,Namakkal North PHC,PHC,7,15,10,5,0.667,8,7,7,3,7.43,6.14,0.79,6,21,12,1,0,9,0.6,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467
2025-12-22,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,10,8,7,3,7.86,6.64,1.21,0,22,12,0,0,7,0.467,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6
2025-12-23,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,9,10,7,4,8.14,7.07,1.21,1,23,12,0,0,5,0.333,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6
2025-12-24,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,7,9,7,5,8.14,7.29,1.21,2,24,12,0,0,5,0.333,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667
2025-12-25,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,5,7,9,6,7.86,7.29,1.68,3,25,12,0,0,6,0.4,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6
2025-12-26,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,5,5,7,5,7.29,7.21,1.89,4,26,12,0,0,5,0.333,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533
2025-12-27,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,6,5,8,8,7.14,7.29,1.95,5,27,12,1,0,5,0.333,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467
2025-12-28,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,5,6,10,7,6.71,7.07,2.06,6,28,12,1,0,4,0.267,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6
2025-12-29,49,General,17,Namakkal North PHC,PHC,7,15,4,11,0.267,5,5,9,7,6,6.93,1.53,0,29,12,0,0,7,0.467,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733
2025-12-30,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,4,5,7,7,5.29,6.71,0.95,1,30,12,0,0,10,0.667,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733
2025-12-31,49,General,17,Namakkal North PHC,PHC,7,15,10,5,0.667,7,4,5,7,5.29,6.71,0.95,2,31,12,0,0,9,0.6,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8
2026-01-01,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,10,7,5,9,6,6.93,2.0,3,1,1,0,0,8,0.533,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733
2026-01-02,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,9,10,6,7,6.57,6.93,2.23,4,2,1,0,0,8,0.533,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533
2026-01-03,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,8,9,5,8,6.86,7,2.27,5,3,1,1,0,7,0.467,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6
2026-01-04,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,8,8,5,10,7.29,7,2.14,6,4,1,1,0,9,0.6,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467
2026-01-05,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,7,8,4,9,7.57,6.79,1.9,0,5,1,0,0,9,0.6,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4
2026-01-06,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,9,7,7,7,8.29,6.79,1.11,1,6,1,0,0,10,0.667,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467
2026-01-07,49,General,17,Namakkal North PHC,PHC,7,15,10,5,0.667,9,9,10,5,8.57,6.93,0.98,2,7,1,0,0,9,0.6,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4
2026-01-08,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,10,9,9,5,8.57,7.29,0.98,3,8,1,0,0,8,0.533,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533
2026-01-09,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,9,10,8,6,8.57,7.57,0.98,4,9,1,0,0,7,0.467,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533
2026-01-10,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,8,9,8,5,8.57,7.71,0.98,5,10,1,1,0,9,0.6,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4
2026-01-11,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,7,8,7,5,8.43,7.86,1.13,6,11,1,1,0,11,0.733,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333
2026-01-12,49,General,17,Namakkal North PHC,PHC,7,15,11,4,0.733,9,7,9,4,8.71,8.14,0.95,0,12,1,0,0,11,0.733,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467
2026-01-13,49,General,17,Namakkal North PHC,PHC,7,15,11,4,0.733,11,9,9,7,9,8.64,1.29,1,13,1,0,0,12,0.8,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467
2026-01-14,49,General,17,Namakkal North PHC,PHC,7,15,12,3,0.8,11,11,10,10,9.29,8.93,1.5,2,14,1,0,0,11,0.733,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333
2026-01-15,49,General,17,Namakkal North PHC,PHC,7,15,11,4,0.733,12,11,9,9,9.57,9.07,1.81,3,15,1,0,0,8,0.533,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333
2026-01-16,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,11,12,8,8,9.86,9.21,1.86,4,16,1,0,0,9,0.6,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4
2026-01-17,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,8,11,7,8,9.86,9.21,1.86,5,17,1,1,0,7,0.467,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533
2026-01-18,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,9,8,9,7,10.14,9.29,1.46,6,18,1,1,0,6,0.4,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6
2026-01-19,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,7,9,11,9,9.86,9.29,1.86,0,19,1,0,0,7,0.467,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533
2026-01-20,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,6,7,11,9,9.14,9.07,2.27,1,20,1,0,0,6,0.4,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4
2026-01-21,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,7,6,12,10,8.57,8.93,2.23,2,21,1,0,0,8,0.533,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533
2026-01-22,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,6,7,11,9,7.71,8.64,1.8,3,22,1,0,0,8,0.533,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467
2026-01-23,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,8,6,8,8,7.29,8.57,1.11,4,23,1,0,0,6,0.4,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6
2026-01-24,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,8,8,9,7,7.29,8.57,1.11,5,24,1,1,0,5,0.333,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667
2026-01-25,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,6,8,7,9,6.86,8.5,0.9,6,25,1,1,0,7,0.467,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533
2026-01-26,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,5,6,6,11,6.57,8.21,1.13,0,26,1,0,0,7,0.467,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6
2026-01-27,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,5,7,11,6.71,7.93,1.11,1,27,1,0,0,5,0.333,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467
2026-01-28,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,7,7,6,12,6.71,7.64,1.11,2,28,1,0,0,5,0.333,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4
2026-01-29,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,5,7,8,11,6.57,7.14,1.27,3,29,1,0,0,6,0.4,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333
2026-01-30,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,5,5,8,8,6.14,6.71,1.21,4,30,1,0,0,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4
2026-01-31,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,6,5,6,9,5.86,6.57,0.9,5,31,1,1,0,9,0.6,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4
2026-02-01,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,8,6,5,7,6.14,6.5,1.21,6,1,2,1,0,8,0.533,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467
2026-02-02,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,9,8,7,6,6.71,6.64,1.5,0,2,2,0,0,6,0.4,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467
2026-02-03,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,8,9,7,7,6.86,6.79,1.57,1,3,2,0,0,8,0.533,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467
2026-02-04,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,6,8,5,6,6.71,6.71,1.6,2,4,2,0,0,7,0.467,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467
2026-02-05,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,8,6,5,8,7.14,6.86,1.46,3,5,2,0,0,9,0.6,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6
2026-02-06,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,7,8,6,8,7.43,6.79,1.13,4,6,2,0,0,10,0.667,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533
2026-02-07,49,General,17,Namakkal North PHC,PHC,7,15,10,5,0.667,9,7,8,6,7.86,6.86,1.07,5,7,2,1,0,8,0.533,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6
2026-02-08,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,10,9,9,5,8.14,7.14,1.35,6,8,2,1,0,9,0.6,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533
2026-02-09,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,8,10,8,7,8,7.36,1.29,0,9,2,0,0,7,0.467,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4
2026-02-10,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,9,8,6,7,8.14,7.5,1.35,1,10,2,0,0,6,0.4,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533
2026-02-11,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,7,9,8,5,8.29,7.5,1.11,2,11,2,0,0,5,0.333,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6
2026-02-12,49,General,17,Namakkal North PHC,PHC,7,15,5,10,0.333,6,7,7,5,8,7.57,1.41,3,12,2,0,0,6,0.4,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667
2026-02-13,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,5,6,9,6,7.71,7.57,1.8,4,13,2,0,0,6,0.4,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533
2026-02-14,49,General,17,Namakkal North PHC,PHC,7,15,6,9,0.4,6,5,10,8,7.29,7.57,1.8,5,14,2,1,0,7,0.467,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533
2026-02-15,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,6,6,8,9,6.71,7.43,1.38,6,15,2,1,0,7,0.467,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533
2026-02-16,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,6,9,8,6.57,7.29,1.27,0,16,2,0,0,7,0.467,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533
2026-02-17,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,7,7,6,6.29,7.21,0.76,1,17,2,0,0,7,0.467,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533,9,0.6
2026-02-18,49,General,17,Namakkal North PHC,PHC,7,15,7,8,0.467,7,7,6,8,6.29,7.29,0.76,2,18,2,0,0,9,0.6,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533,9,0.6,9,0.6
2026-02-19,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,7,7,5,7,6.43,7.21,0.79,3,19,2,0,0,8,0.533,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533,9,0.6,9,0.6,7,0.467
2026-02-20,49,General,17,Namakkal North PHC,PHC,7,15,8,7,0.533,9,7,6,9,7,7.36,1.0,4,20,2,0,0,9,0.6,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533,9,0.6,9,0.6,7,0.467,6,0.4
2026-02-21,49,General,17,Namakkal North PHC,PHC,7,15,9,6,0.6,8,9,6,10,7.29,7.29,0.95,5,21,2,1,0,8,0.533,6,0.4,8,0.533,9,0.6,10,0.667,8,0.533,8,0.533,8,0.533,8,0.533,9,0.6,9,0.6,7,0.467,6,0.4,6,0.4
